borough,block,lot,cd,ct2010,cb2010,schooldist,council,zipcode,firecomp,policeprct,healtharea,sanitboro,sanitsub,address,zonedist1,zonedist2,zonedist3,zonedist4,overlay1,overlay2,spdist1,spdist2,spdist3,ltdheight,splitzone,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exempttot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,condono,tract2010,xcoord,ycoord,latitude,longitude,zonemap,zmcode,sanborn,taxmap,edesignum,appbbl,appdate,plutomapid,version,sanitdistrict,healthcenterdistrict,firm07_flag,pfirm15_flag,rpaddate,dcasdate,zoningdate,landmkdate,basempdate,masdate,polidate,edesigdate,geom,dcpedited,notes,Year
"MN", 1884,  48,109," 199   ","1001 ","03",09,"10025","E047",2310,16,026,"536 WEST 113 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","D3","03", 0," ","TRUSTEES OF COLUMBIA ",000007575,00000056780,00000000000,00000056780,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,008.00,00048,00048,0075.00,0100.92,0075.00,0081.00,"3","N","5","2",00000495000,00001162800,00000420750,00000988380,1919," ",0000,0000,"                                        ","                                   ",0007.50,06.02,1,1018840048,00000,"0199  ",0994198,0232674,"5c "," ","107N052 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1884,  51,109," 199   ","1001 ","03",09,"10025","E047",2310,16,026,"540 WEST 113 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","C4","02", 0," ","TRUSTEES OF COLUMBIA ",000001892,00000005710,00000000000,00000005710,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,004.00,00010,00010,0018.75,0100.92,0019.00,0067.00,"3","N","5","1",00000047321,00000129951,00000042588,00000116956,1920,"E",0000,0000,"                                        ","                                   ",0003.02,06.02,1,1018840051,00000,"0199  ",0994157,0232697,"5c "," ","107N052 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1884,  52,109," 199   ","1001 ","03",09,"10025","E047",2310,16,026,"544 WEST 113 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","C7","04", 0," ","TRUSTEES OF COLUMBIA ",000001892,00000005610,00000000000,00000005610,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,004.00,00008,00009,0018.75,0100.92,0019.00,0067.00,"3","N","5","1",00000052630,00000129951,00000027699,00000068636,1920,"E",0000,0000,"                                        ","                                   ",0002.97,06.02,1,1018840052,00000,"0199  ",0994124,0232715,"5c "," ","107N052 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1884,  53,109," 199   ","1001 ","03",09,"10025","E047",2310,16,026,"546 WEST 113 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","C5","02", 0,"P","TRUSTEES OF COLUMBIA ",000001892,00000005710,00000000000,00000005710,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,004.00,00008,00008,0018.75,0100.92,0019.00,0074.00,"3","N","5","1",00000042423,00000099963,00000000000,00000000000,1920,"E",0000,0000,"                                        ","                                   ",0003.02,06.02,1,1018840053,00000,"0199  ",0994108,0232724,"5c "," ","107N052 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1884,  54,109," 199   ","1001 ","03",09,"10025","E047",2310,16,026,"548 WEST 113 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","W6","08", 0,"X","TRUSTEES OF COLUMBIA ",000001716,00000005235,00000005235,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000005235,"7",00001,004.00,00009,00009,0017.00,0100.92,0017.00,0070.00,"3","N","5","2",00000121500,00000412650,00000121500,00000412650,1910,"E",0000,0000,"                                        ","                                   ",0003.05,06.02,1,1018840054,00000,"0199  ",0994092,0232733,"5c "," ","107N052 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1884,  55,109," 199   ","1001 ","03",09,"10025","E047",2310,16,026,"552 WEST 113 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","W6","08", 0,"X","TRUSTEES OF COLUMBIA ",000001716,00000004975,00000004975,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000004975,"7",00001,004.00,00010,00010,0017.00,0100.92,0017.00,0064.00,"3","N","5","1",00000063450,00000123300,00000063450,00000123300,1910,"E",0000,0000,"                                        ","                                   ",0002.90,06.02,1,1018840055,00000,"0199  ",0994062,0232749,"5c "," ","107N052 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1884,  56,109," 199   ","1001 ","03",09,"10025","E047",2310,16,026,"554 WEST 113 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","C5","02", 0," ","TRUSTEES OF COLUMBIA ",000001817,00000005250,00000000000,00000005250,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,004.00,00008,00008,0018.00,0100.92,0018.00,0065.00,"3","N","5","1",00000047840,00000144144,00000038273,00000115316,1920,"E",0000,0000,"                                        ","                                   ",0002.89,06.02,1,1018840056,00000,"0199  ",0994047,0232758,"5c "," ","107N052 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1884,  57,109," 199   ","1001 ","03",09,"10025","E047",2310,16,026,"558 WEST 113 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","C5","02", 0,"X","TRUSTEES OF COLUMBIA ",000001917,00000005625,00000000000,00000005625,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,005.00,00009,00009,0019.00,0100.92,0019.00,0067.00,"3","N","5","1",00000070911,00000167081,00000070911,00000167081,1920,"E",0000,0000,"                                        ","                                   ",0002.93,06.02,1,1018840057,00000,"0199  ",0994014,0232776,"5c "," ","107N052 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1884,  58,109," 199   ","1001 ","03",09,"10025","E047",2310,16,026,"560 WEST 113 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","W6","08", 0,"X","TRUSTEES OF COLUMBIA ",000001917,00000005773,00000005773,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000005773,"7",00001,004.00,00000,00002,0019.00,0100.92,0019.00,0070.00,"3","N","5","1",00000076950,00000454950,00000076950,00000454950,1900,"E",1985,0000,"                                        ","                                   ",0003.01,06.02,1,1018840058,00000,"0199  ",0993997,0232785,"5c "," ","107N052 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1884,  61,109," 199   ","1001 ","03",09,"10025","E047",2310,16,026,"2890 BROADWAY               ","R8       ","         ","         ","         ","C1-4","    ","      ","      ","     ","C1-4/R8                    ","                     ","N","H8","08", 0,"X","TRUSTEES OF COLUMBIA ",000012615,00000091116,00000091116,00000000000,00000000000,00000011606,00000000000,00000000000,00000000000,00000079510,"7",00001,008.00,00000,00004,0100.92,0125.00,0101.00,0112.00,"2","N","3","2",00001506150,00004880250,00001506150,00004880250,1909," ",0000,0000,"                                        ","                                   ",0007.22,06.02,1,1018840061,00000,"0199  ",0993933,0232821,"5c "," ","107N052 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1884, 151,109," 199   ","1001 ","03",09,"10025","E047",2310,16,026,"542 WEST 113 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","C4","02", 0," ","TRUSTEES OF COLUMBIA ",000001892,00000005610,00000000000,00000005610,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,004.00,00009,00009,0018.75,0100.92,0019.00,0067.00,"3","N","5","1",00000051748,00000129951,00000046575,00000116957,1920,"E",0000,0000,"                                        ","                                   ",0002.97,06.02,1,1018840151,00000,"0199  ",0994140,0232706,"5c "," ","107N052 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1884, 156,109," 199   ","1001 ","03",09,"10025","E047",2310,16,026,"556 WEST 113 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","C5","02", 0,"X","TRUSTEES OF COLUMBIA ",000001817,00000005250,00000000000,00000005250,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,004.00,00012,00012,0018.00,0100.92,0018.00,0067.00,"3","N","5","1",00000090000,00000205650,00000090000,00000205650,1920,"E",0000,0000,"                                        ","                                   ",0002.89,06.02,1,1018840156,00000,"0199  ",0994031,0232767,"5c "," ","107N052 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1885,  15,109," 199   ","1000 ","03",09,"10025","E047",2310,16,026,"533 WEST 113 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","D3","03", 0," ","TRUSTEES OF COLUMBIA ",000005046,00000027509,00000000000,00000027509,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,008.00,00032,00032,0050.00,0100.92,0050.00,0088.00,"3","N","5","0",00000315000,00001035900,00000276885,00000910548,1915,"E",1986,0000,"                                        ","                                   ",0005.45,06.02,1,1018850015,00000,"0199  ",0994265,0232819,"5c "," ","107N065 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1885,  24,109," 199   ","1000 ","03",09,"10025","E047",2310,16,026,"511 WEST 113 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","D3","03", 0," ","TRUSTEES OF COLUMBIA ",000007556,00000042360,00000000000,00000042360,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,008.00,00044,00044,0075.00,0100.75,0075.00,0082.00,"3","N","5","2",00000495000,00001430550,00000437901,00001265455,1910,"E",1988,0000,"                                        ","                                   ",0005.61,06.02,1,1018850024,00000,"0199  ",0994472,0232705,"5c "," ","107N065 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1885,  40,109," 199   ","1000 ","03",09,"10025","E047",2310,16,026,"514 WEST 114 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","D3","03", 0,"P","TRUSTEES OF COLUMBIA ",000007575,00000057300,00000000000,00000057300,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,008.00,00049,00049,0075.00,0101.00,0075.00,0082.00,"3","N","5","2",00000360000,00001243800,00000345600,00001194048,1920,"E",1962,0000,"                                        ","                                   ",0007.56,06.02,1,1018850040,00000,"0199  ",0994500,0232807,"5c "," ","107N065 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1885,  43,109," 199   ","1000 ","03",09,"10025","E047",2310,16,026,"520 WEST 114 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","D3","03", 0," ","TRUSTEES OF COLUMBIA ",000007575,00000057430,00000000000,00000057430,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,008.00,00032,00032,0075.00,0101.00,0075.00,0084.00,"3","N","5","2",00000274050,00001064700,00000235683,00000915642,1921," ",0000,0000,"                                        ","                                   ",0007.58,06.02,1,1018850043,00000,"0199  ",0994435,0232843,"5c "," ","107N065 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1885,  46,109," 199   ","1000 ","03",09,"10025","E047",2310,16,026,"524 WEST 114 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","C4","02", 0," ","TRUSTEES OF COLUMBIA ",000002523,00000008040,00000000000,00000008040,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,004.00,00010,00010,0025.00,0100.92,0025.00,0068.00,"3","N","5","2",00000087115,00000226359,00000078404,00000203723,1920," ",1988,0000,"                                        ","                                   ",0003.19,06.02,1,1018850046,00000,"0199  ",0994391,0232867,"5c "," ","107N065 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1885,  48,109," 199   ","1000 ","03",09,"10025","E047",2310,16,026,"528 WEST 114 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","C5","02", 0," ","TRUSTEES OF COLUMBIA ",000002018,00000005800,00000000000,00000005800,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,004.00,00007,00007,0020.00,0100.92,0020.00,0068.00,"3","N","5","2",00000016184,00000137563,00000014889,00000126534,1920," ",1987,2009,"                                        ","                                   ",0002.87,06.02,1,1018850048,00000,"0199  ",0994351,0232890,"5c "," ","107N065 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1885,  52,109," 199   ","1000 ","03",09,"10025","E047",2310,16,026,"538 WEST 114 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","C5","02", 0,"P","TRUSTEES OF COLUMBIA ",000002018,00000005800,00000000000,00000005800,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,004.00,00013,00013,0020.00,0100.92,0020.00,0064.00,"3","N","5","2",00000135000,00000301950,00000000000,00000000000,1900,"E",0000,0000,"                                        ","                                   ",0002.87,06.02,1,1018850052,00000,"0199  ",0994262,0232939,"5c "," ","107N065 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1885,  54,109," 199   ","1000 ","03",09,"10025","E047",2310,16,026,"544 WEST 114 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","C4","02", 0," ","TRUSTEES OF COLUMBIA ",000002018,00000006230,00000000000,00000006230,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,004.00,00009,00009,0020.00,0100.92,0020.00,0064.00,"3","N","5","2",00000033631,00000107673,00000029895,00000095695,1900,"E",1987,0000,"                                        ","                                   ",0003.09,06.02,1,1018850054,00000,"0199  ",0994211,0232967,"5c "," ","107N065 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1885,  58,109," 199   ","1000 ","03",09,"10025","E047",2310,16,026,"554 WEST 114 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","C4","02", 0," ","TRUSTEES OF COLUMBIA ",000002018,00000006033,00000000000,00000006033,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,005.00,00010,00010,0020.00,0100.92,0020.00,0066.00,"2","N","5","2",00000054434,00000167081,00000048992,00000150374,1900,"E",0000,0000,"                                        ","                                   ",0002.99,06.02,1,1018850058,00000,"0199  ",0994126,0233014,"5c "," ","107N065 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1885, 119,109," 199   ","1000 ","03",09,"10025","E047",2310,16,026,"525 WEST 113 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","C4","02", 0,"X","TRUSTEES OF COLUMBIA ",000002018,00000006570,00000000000,00000006570,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,005.00,00010,00010,0020.00,0100.92,0020.00,0070.00,"3","N","5","2",00000024758,00000088491,00000024758,00000088491,1915," ",1980,0000,"                                        ","                                   ",0003.26,06.02,1,1018850119,00000,"0199  ",0994348,0232774,"5c "," ","107N065 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1885, 148,109," 199   ","1000 ","03",09,"10025","E047",2310,16,026,"530 WEST 114 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","C4","02", 0," ","TRUSTEES OF COLUMBIA ",000002018,00000005620,00000000000,00000005620,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,004.00,00009,00009,0020.00,0100.92,0020.00,0064.00,"3","N","5","2",00000038516,00000144144,00000032739,00000122523,1900,"E",1988,0000,"                                        ","                                   ",0002.78,06.02,1,1018850148,00000,"0199  ",0994332,0232900,"5c "," ","107N065 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1893,   3,107," 195   ","4001 ","03",09,"10025","E076",2310,16,024,"362 RIVERSIDE DRIVE         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","D3","03", 0," ","TRUSTEES OF COLUMBIA ",000015183,00000124458,00000000000,00000124458,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,011.00,00044,00044,0151.83,0100.00,0152.00,0100.00,"3","N","3","2",00000585000,00004911300,00000561600,00004714848,1905,"E",1985,0000,"                                        ","                                   ",0008.20,06.02,1,1018930003,00000,"0195  ",0992945,0232143,"5d "," ","107S049 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1895,  16,109," 199   ","4001 ","03",09,"10025","E047",2310,16,026,"2881 BROADWAY               ","R8       ","         ","         ","         ","C1-4","    ","      ","      ","     ","C1-4/R8                    ","                     ","N","D7","04", 0,"P","TRUSTEES OF COLUMBIA ",000010092,00000059131,00000004900,00000054231,00000000000,00000004900,00000000000,00000000000,00000000000,00000000000,"7",00001,007.00,00038,00047,0100.92,0100.92,0101.00,0092.00,"2","N","3","2",00000967500,00002579850,00000570825,00001522112,1905,"E",0000,0000,"                                        ","                                   ",0005.86,06.02,1,1018950016,00000,"0199  ",0993660,0232854,"5c "," ","107N063 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1895,  23,109," 199   ","4001 ","03",09,"10025","E047",2310,16,026,"2891 BROADWAY               ","R8       ","         ","         ","         ","C1-4","    ","      ","      ","     ","C1-4/R8                    ","                     ","N","D7","04", 0,"P","TRUSTEES OF COLUMBIA ",000010092,00000088332,00000005000,00000083332,00000000000,00000005000,00000000000,00000000000,00000000000,00000000000,"7",00001,013.00,00250,00255,0100.92,0100.00,0100.00,0088.00,"3","N","3","2",00001170000,00005226300,00000866950,00003872594,1911," ",1988,0000,"                                        ","                                   ",0008.75,06.02,1,1018950023,00000,"0199  ",0993712,0232948,"5c "," ","107N063 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1895,  27,109," 199   ","4001 ","03",09,"10025","E047",2310,16,026,"608 WEST 113 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","C4","02", 0,"X","TRUSTEES OF COLUMBIA ",000002523,00000007210,00000000000,00000007210,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,004.00,00011,00011,0025.00,0100.92,0025.00,0058.00,"3","N","5","2",00000090000,00000258300,00000090000,00000258300,1911,"E",1987,0000,"                                        ","                                   ",0002.86,06.02,1,1018950027,00000,"0199  ",0993609,0233005,"5c "," ","107N063 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1895,  28,109," 199   ","4001 ","03",09,"10025","E047",2310,16,026,"610 WEST 113 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","D1","03", 0," ","TRUSTEES OF COLUMBIA ",000004239,00000018120,00000000000,00000018120,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,006.00,00018,00018,0042.00,0100.92,0042.00,0084.00,"3","N","5","2",00000025650,00000611100,00000021122,00000503241,1905," ",1987,0000,"                                        ","                                   ",0004.27,06.02,1,1018950028,00000,"0199  ",0993579,0233021,"5c "," ","107N063 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1895,  39,109," 199   ","4000 ","03",09,"10025","E047",2310,16,026,"410 RIVERSIDE DRIVE         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","D3","03", 0," ","TRUSTEES OF COLUMBIA ",000009942,00000108401,00000000000,00000108401,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,012.00,00069,00069,0104.33,0112.00,0104.00,0102.00,"1","Y","3","1",00000351000,00001761300,00000308880,00001549944,1910," ",1989,0000,"                                        ","                                   ",0010.90,06.02,1,1018950039,00000,"0199  ",0993437,0233279,"5c "," ","107N063 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1895,  49,109," 199   ","4000 ","03",09,"10025","E047",2310,16,026,"611 WEST 113 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","G7","10", 0,"X","TRUSTEES OF COLUMBIA ",000007500,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00000,000.00,00000,00000,0075.00,0100.00,0000.00,0000.00,"0","N","5","5",00000405000,00000405000,00000405000,00000405000,0000," ",0000,0000,"                                        ","                                   ",0000.00,06.02,1,1018950049,00000,"0199  ",0993642,0233166,"5c "," ","107N063 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1895,  52,109," 199   ","4000 ","03",09,"10025","E047",2310,16,026,"607 WEST 113 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","D3","03", 0," ","TRUSTEES OF COLUMBIA ",000007500,00000041884,00000000000,00000041884,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,008.00,00024,00024,0075.00,0100.00,0075.00,0082.00,"3","N","5","2",00000270000,00001015650,00000225000,00000897277,1910," ",1987,0000,"                                        ","                                   ",0005.58,06.02,1,1018950052,00000,"0199  ",0993708,0233130,"5c "," ","107N063 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1895,  55,109," 199   ","4000 ","03",09,"10025","E047",2310,16,026,"2901 BROADWAY               ","R8       ","         ","         ","         ","C1-4","    ","      ","      ","     ","C1-4/R8                    ","                     ","N","D6","04", 0," ","TRUSTEES OF COLUMBIA ",000017592,00000178897,00000012000,00000166897,00000000000,00000012000,00000000000,00000000000,00000000000,00000000000,"7",00002,012.00,00131,00141,0175.92,0100.00,0098.00,0174.00,"2","N","3","2",00001260000,00006513300,00001071000,00005536305,1910," ",0000,0000,"                                        ","                                   ",0010.17,06.02,1,1018950055,00000,"0199  ",0993804,0233118,"5c "," ","107N063 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1895,  62,109," 199   ","4000 ","03",09,"10025","E047",2310,16,026,"2915 BROADWAY               ","R8       ","         ","         ","         ","C1-4","    ","      ","      ","     ","C1-4/R8                    ","                     ","N","C7","04", 0,"P","TRUSTEES OF COLUMBIA ",000002523,00000011748,00000001000,00000010748,00000000000,00000001000,00000000000,00000000000,00000000000,00000000000,"7",00001,005.00,00009,00010,0025.00,0100.92,0025.00,0094.00,"2","N","3","2",00000253173,00000523070,00000210134,00000434148,1916," ",0000,0000,"                                        ","                                   ",0004.66,06.02,1,1018950062,00000,"0199  ",0993854,0233208,"5c "," ","107N063 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1895,  63,109," 199   ","4000 ","03",09,"10025","E047",2310,16,026,"        WEST 114 STREET     ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","V1","11", 0," ","TRUSTEES OF COLUMBIA ",000002592,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"4",00000,000.00,00000,00000,0025.92,0100.00,0000.00,0000.00,"0","N","5","5",00000191700,00000191700,00000000000,00000000000,0000," ",0000,0000,"                                        ","                                   ",0000.00,06.02,1,1018950063,00000,"0199  ",0993780,0233208,"5c "," ","107N063 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1895,  64,109," 199   ","4000 ","03",09,"10025","E047",2310,16,026,"606 WEST 114 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","W6","08", 0,"X","TRUSTEES OF COLUMBIA ",000001413,00000003688,00000003688,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000003688,"7",00001,004.00,00000,00001,0014.00,0100.92,0014.00,0075.00,"3","N","5","2",00000068850,00000123300,00000068850,00000123300,1920,"E",0000,0000,"                                        ","                                   ",0002.61,06.02,1,1018950064,00000,"0199  ",0993749,0233225,"5c "," ","107N063 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1895,  65,109," 199   ","4000 ","03",09,"10025","E047",2310,16,026,"610 WEST 114 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","H8","08", 0,"X","TRUSTEES OF COLUMBIA ",000001413,00000003688,00000003688,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000003688,"7",00001,004.00,00000,00001,0014.00,0100.92,0014.00,0075.00,"3","N","5","2",00000168750,00000234450,00000168750,00000234450,1920,"E",0000,0000,"                                        ","                                   ",0002.61,06.02,1,1018950065,00000,"0199  ",0993724,0233239,"5c "," ","107N063 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1895,  66,109," 199   ","4000 ","03",09,"10025","E047",2310,16,026,"614 WEST 114 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","H8","08", 0,"X","TRUSTEES OF COLUMBIA ",000001413,00000003688,00000003688,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000003688,"7",00001,004.00,00000,00001,0014.00,0100.92,0014.00,0076.00,"3","N","5","2",00000168750,00000234450,00000168750,00000234450,1920,"E",0000,0000,"                                        ","                                   ",0002.61,06.02,1,1018950066,00000,"0199  ",0993699,0233252,"5c "," ","107N063 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1895,  67,109," 199   ","4000 ","03",09,"10025","E047",2310,16,026,"616 WEST 114 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","H8","08", 0,"X","TRUSTEES OF COLUMBIA ",000001514,00000003900,00000003900,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000003900,"7",00001,004.00,00000,00001,0015.00,0100.92,0015.00,0075.00,"2","N","5","2",00000180900,00000247950,00000180900,00000247950,1920," ",1988,0000,"                                        ","                                   ",0002.58,06.02,1,1018950067,00000,"0199  ",0993686,0233259,"5c "," ","107N063 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1895,  68,109," 199   ","4000 ","03",09,"10025","E047",2310,16,026,"618 WEST 114 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","V1","11", 0," ","TRUSTEES OF COLUMBIA ",000002523,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"4",00000,000.00,00000,00000,0025.00,0100.92,0000.00,0000.00,"0","N","5","5",00000186750,00000186750,00000000000,00000000000,0000," ",0000,0000,"                                        ","                                   ",0000.00,06.02,1,1018950068,00000,"0199  ",0993670,0233268,"5c "," ","107N063 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
"MN", 1895,  72,109," 199   ","4000 ","03",09,"10025","E047",2310,16,026,"626 WEST 114 STREET         ","R8       ","         ","         ","         ","    ","    ","      ","      ","     ","R8                         ","                     ","N","D1","03", 0,"P","TRUSTEES OF COLUMBIA ",000007569,00000031906,00000000000,00000031906,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,"7",00001,006.00,00124,00124,0075.00,0100.92,0074.00,0086.00,"3","N","5","2",00000270000,00000847350,00000270000,00000847350,1905,"E",0000,0000,"                                        ","                                   ",0004.22,06.02,1,1018950072,00000,"0199  ",0993559,0233329,"5c "," ","107N063 ","10703","     ",0000000000,"          ",1,"11v1  ",2011
